id,win,item1,item2,item3,item4,item5,item6,trinket,kills,deaths,assists,largestkillingspree,largestmultikill,killingsprees,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,legendarykills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgselfmit,dmgtoobj,dmgtoturrets,visionscore,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,goldearned,goldspent,turretkills,inhibkills,totminionskilled,neutralminionskilled,ownjunglekills,enemyjunglekills,totcctimedealt,champlvl,pinksbought,wardsbought,wardsplaced,wardskilled,firstblood
776,1,1055,3143,3155,3111,3071,0,3364,4,8,17,0,1,0,332,0,0,0,0,0,46643,321,46261,59,0,11553,236,11316,0,884,1,572,0,786,0,0,34029,15310,17560,1159,10159,9500,0,0,71,0,0,0,109,15,0,0,8,1,0
777,1,3401,2003,3143,3117,0,3109,3340,0,5,16,0,0,0,1045,0,0,0,0,0,26106,9234,9437,7433,0,5385,3382,2003,0,4308,5,354,0,773,0,0,25474,11563,12891,1019,9358,8450,0,0,46,0,0,0,129,14,0,0,12,3,0
778,1,3047,3153,3142,3147,1053,1033,3340,11,8,6,4,2,3,381,1,0,0,0,0,124872,7887,114575,2410,0,23693,2379,20254,1059,3008,1,0,0,4156,0,0,20891,10774,9169,947,13490,12375,1,0,159,6,5,1,201,16,3,0,14,2,0
779,0,1400,3143,3047,3026,3065,0,3340,5,11,14,2,1,1,413,0,0,0,0,0,89533,754,80622,8156,0,10192,0,8746,1446,7780,1,1372,0,3604,0,0,37072,14666,18887,3518,12391,12025,1,0,32,50,30,20,447,16,0,0,15,2,0
780,0,3031,3153,3006,3087,3033,0,3340,5,10,5,2,2,1,326,1,0,0,0,0,218010,47035,169322,1652,820,22668,4142,18009,516,7448,1,3028,0,4399,0,0,48584,12066,32993,3524,14940,14000,1,0,251,26,9,17,282,18,0,0,9,2,0
781,0,3135,3157,3285,3020,3165,1058,3340,17,6,8,8,2,4,765,3,0,0,0,0,172987,115608,19063,38315,0,38737,27657,2175,8904,6182,1,397,0,5260,0,0,28722,14882,12045,1795,16921,15300,2,0,202,2,2,0,114,17,2,0,11,0,0
782,0,3035,3031,3006,3153,3085,3026,3340,9,11,13,2,2,3,520,1,0,0,0,0,194015,1660,189275,3080,1691,30272,913,28415,944,4873,4,415,0,6829,0,0,29790,10020,17791,1978,15093,14925,3,1,183,35,19,16,410,16,1,0,7,3,0
783,0,3401,3075,3111,3065,1011,3082,3340,3,8,17,2,1,1,402,0,0,0,0,0,67400,24626,31094,11678,199,14338,6727,6181,1430,20586,5,1315,0,1135,0,0,38323,14721,20110,3491,11774,10950,1,0,75,0,0,0,533,16,2,0,17,1,0
784,1,3006,3153,3139,3031,3072,3087,3340,19,7,10,6,2,4,531,2,0,0,0,0,261252,62095,173555,25601,1177,47019,3721,33988,9309,5205,4,824,0,3319,0,0,31592,8171,20445,2975,19279,18100,1,0,251,8,3,5,419,18,0,0,13,2,0
785,1,1056,1058,3165,3020,3135,1026,3340,1,10,11,0,1,0,281,0,0,0,0,0,105458,85541,19391,525,0,22566,21997,569,0,978,1,1641,0,2327,0,0,19262,7055,9965,2241,11211,9400,0,0,131,0,0,0,366,16,0,0,10,0,0
786,1,3152,3157,3092,3116,2049,0,3364,3,9,19,2,1,1,745,0,0,0,0,0,59789,49165,10361,262,0,19783,16621,3162,0,265,1,706,0,2064,0,0,24160,9194,12598,2367,13096,11425,1,0,43,0,0,0,381,15,1,0,23,0,1
787,1,3078,3009,3046,3142,3031,3087,3363,14,5,10,7,1,3,718,0,0,0,0,0,316117,22040,282268,11808,1262,39382,10189,26034,3159,5235,1,496,0,10295,0,0,26288,6578,17581,2128,19460,17358,4,1,246,1,0,1,887,18,1,0,8,0,0
788,1,1416,3748,3153,3111,3742,3082,3340,9,8,19,3,1,2,521,0,0,0,0,0,232112,64936,154703,12472,0,27805,11985,13979,1840,9410,1,666,0,6868,0,0,48432,9226,35679,3525,16535,14650,3,0,98,105,75,30,330,18,1,0,10,4,0
789,1,3301,3085,3153,3006,3046,1038,3340,2,14,5,0,1,0,350,0,0,0,0,0,124749,195,123458,1096,353,15388,195,14587,605,5131,14,200,0,371,0,0,26833,6578,19891,364,12824,11490,1,2,75,38,6,32,36,15,0,0,14,4,0
790,1,3153,3071,3087,3046,3158,3031,3340,8,8,1,4,2,1,784,1,0,0,0,0,353786,56081,293440,4263,954,31587,3027,28307,253,16132,1,4727,0,14476,0,0,50227,8109,39898,2219,18850,16600,5,1,323,60,4,56,303,18,0,0,16,0,1
791,1,0,3153,3142,3006,3071,3031,3340,5,4,9,3,1,2,972,0,0,0,0,0,218916,4556,207171,7187,963,19692,608,18249,835,4109,3,0,0,1331,0,0,21044,6351,14486,206,15748,14705,0,0,246,17,15,2,257,17,3,0,18,3,0
792,1,1400,3142,3742,3071,3117,0,3340,6,3,9,2,1,3,793,0,0,0,0,0,156881,14847,126544,15488,783,15324,1473,13032,819,15602,1,532,0,1855,0,0,36642,6101,29932,608,14085,12550,0,0,43,70,42,28,277,17,1,0,15,1,0
793,1,3089,1058,3020,3100,3157,3152,3340,13,8,5,5,2,2,948,1,0,0,0,0,176288,147033,25861,3392,0,41959,35669,5197,1092,7291,1,0,0,9407,0,0,34111,7716,24975,1419,17054,17880,3,1,192,8,7,1,444,17,0,0,13,2,0
794,0,3109,2045,3401,3102,3024,3117,3341,2,7,19,0,1,0,587,0,0,0,0,0,70456,39953,16547,13955,0,14297,10230,4066,0,6447,5,1749,0,709,0,0,36729,10311,24524,1894,11606,11150,0,0,72,0,0,0,203,17,2,0,31,0,0
795,0,3123,3153,3158,3078,3042,3072,3363,14,7,11,4,2,4,713,1,0,0,0,0,202512,31112,168820,2579,0,34870,8259,26288,321,3568,2,368,0,2282,0,0,29084,9950,18582,552,16787,15408,2,0,243,15,12,3,289,17,1,0,10,1,0
796,0,2032,3142,3158,3071,3033,1053,3340,10,8,11,8,1,2,901,0,0,0,0,0,177539,3296,173814,428,621,26252,2101,24126,24,7365,1,566,0,1177,0,0,38715,11378,26923,414,14501,13300,1,0,209,5,5,0,329,17,0,0,15,1,0
797,0,3140,3706,3087,3006,3031,3072,3363,5,9,12,2,2,1,476,1,0,0,0,0,249792,77972,139230,32589,906,20163,1161,14533,4469,5873,1,454,0,3122,0,0,34133,9946,23885,302,14652,13900,0,0,190,56,46,10,489,18,0,0,16,1,0
798,0,2033,3068,3111,3075,3025,3026,3340,6,3,8,5,2,1,1845,1,0,0,0,0,143259,56286,86431,542,160,20105,8625,11475,4,3450,4,0,0,256,0,0,23411,3040,19929,442,12671,11950,0,0,164,23,15,8,2157,17,0,0,15,1,0
799,1,3065,3068,3026,3111,1031,1029,3340,4,17,11,0,2,0,203,1,0,0,0,0,81241,10745,68509,1985,0,14414,2913,10222,1278,8061,1,0,0,4628,0,0,52652,26046,25701,905,12804,10925,1,0,111,0,0,0,100,17,1,0,10,2,0
800,1,3157,3285,3100,3020,1026,3001,3340,6,8,16,2,2,2,579,1,0,0,0,0,148962,135058,12698,1206,0,34105,31629,2206,270,4487,1,490,0,2079,0,0,26032,15602,10116,313,14919,14600,2,0,184,1,1,0,171,18,0,0,17,2,0
801,1,3027,3190,2045,3024,3026,3047,3364,6,9,24,2,1,1,664,0,0,0,0,0,107454,96196,6127,5131,0,28224,25854,844,1525,6355,5,1479,0,2721,0,0,36320,11244,20514,4561,14728,12875,1,0,108,1,0,1,125,18,1,0,22,6,0
802,1,3085,3031,3094,3006,3156,3072,3340,17,5,11,6,4,4,1193,5,2,1,0,0,307446,9085,288237,10123,1954,45639,2660,40601,2378,9314,4,618,0,8448,0,0,29819,17850,10947,1022,20710,21500,2,0,271,46,19,27,720,18,0,0,13,3,0
803,1,3143,3142,1400,3156,3147,3111,3340,18,4,12,6,3,4,1086,1,1,0,0,0,227934,6920,206713,14300,0,25631,4356,19596,1679,19852,1,661,0,1845,0,0,42327,16207,25729,391,18493,16750,1,2,74,112,83,29,730,18,1,0,14,0,0
804,0,1416,3153,3748,3111,3156,1029,3340,2,10,15,0,1,0,664,0,0,0,0,0,229398,3613,215603,10181,0,17813,862,16223,728,11590,1,45,0,3471,0,0,43518,9849,32464,1204,14377,14225,2,0,123,87,56,31,441,18,0,0,13,1,0
805,0,3117,3800,3069,2045,3110,1028,3364,3,8,17,2,1,1,676,0,0,0,0,0,20956,16755,4200,0,0,8223,6858,1364,0,7071,5,949,0,717,0,0,40463,20340,18304,1818,12101,11250,1,0,22,0,0,0,343,16,0,0,16,1,0
806,0,3006,3046,3153,3031,3094,3072,3363,18,9,6,6,2,4,669,3,0,0,0,0,241971,18250,220410,3311,822,40093,2435,36293,1364,3699,3,1482,0,2701,0,0,27999,12359,14361,1278,18495,18000,0,0,237,28,27,1,513,18,0,0,15,0,0
807,0,3285,3020,3151,3115,3089,3108,3340,17,14,9,3,2,5,328,1,0,0,0,0,188637,157159,31476,0,0,53068,48453,4614,0,1249,1,0,0,603,0,0,39369,16564,20954,1851,17064,15900,0,0,218,5,0,5,1090,18,0,0,6,1,1
808,0,1056,3135,1052,3089,3165,3020,3340,3,10,16,0,1,0,515,0,0,0,0,0,123311,103947,19263,100,0,28013,26135,1778,100,1686,1,2381,0,1240,0,0,25153,10485,13689,979,12467,11985,0,0,143,2,1,1,500,16,0,0,19,0,0
809,0,3072,3153,3031,3087,3006,1033,3363,18,14,8,6,2,3,530,1,0,0,0,0,155689,14814,126591,14283,1325,37017,1770,28780,6466,4939,3,288,0,3190,0,0,38928,23900,13808,1219,16150,15550,0,0,179,2,1,1,244,17,0,0,12,1,0
810,0,1409,3020,3151,3065,3024,3082,3340,4,12,12,0,1,0,529,0,0,0,0,0,174226,84012,29635,60578,0,22685,20062,2439,184,13969,4,0,0,733,0,0,57630,20268,34649,2712,13011,11775,1,0,75,73,41,32,1442,16,0,0,33,4,0
811,0,3027,3040,3158,3165,3089,0,3363,8,9,9,3,2,2,652,2,0,0,0,0,191292,184054,6703,533,1140,35924,33794,1667,461,5895,1,1680,0,364,0,0,34803,16906,15088,2809,14664,13700,0,0,246,0,0,0,74,18,2,0,11,1,1
812,0,3077,3814,3142,1053,3158,3147,3340,8,14,3,3,1,3,448,0,0,0,0,0,143288,2712,138047,2529,807,32899,2217,28632,2049,2321,1,0,0,2538,0,0,35943,18833,16793,316,13010,12400,1,0,146,17,3,14,217,16,0,0,10,2,0
813,0,3107,3109,3190,3117,0,2303,3364,2,13,20,0,1,0,282,0,0,0,0,0,18356,13896,3786,674,0,10796,9022,1099,674,4913,5,2321,0,91,0,0,43411,25443,16927,1041,10511,10275,0,0,25,1,0,1,162,16,4,0,23,4,0
814,1,3165,3089,3285,3070,3191,1052,3340,13,15,12,4,2,3,371,3,0,0,0,0,88163,82446,5525,192,0,40081,38578,1310,192,5975,1,1370,0,2065,0,0,31920,12409,17664,1845,13605,13310,1,0,71,0,0,0,2588,17,1,0,14,0,0
815,1,3074,0,3026,3156,3071,3111,3340,9,5,6,3,1,3,1168,0,0,0,0,0,188868,2134,176761,9972,720,25139,763,17009,7366,9472,2,265,0,4471,0,0,41106,18240,21603,1263,15970,13975,2,1,276,15,7,8,392,18,1,0,15,4,0
816,1,1409,3143,3047,3065,3026,3105,3364,6,4,23,4,1,2,760,0,0,0,0,0,142479,105941,24234,12302,0,25344,22622,2442,278,34660,1,787,0,841,0,0,45740,16596,24750,4393,14366,13150,0,0,42,79,45,34,689,18,1,0,12,0,0
817,1,3006,3071,3046,3153,3072,1031,3363,15,9,14,4,3,3,506,1,1,0,0,0,155581,2526,152725,330,535,45118,1408,43379,330,4755,2,1556,0,6797,0,0,34771,9593,23432,1745,15801,14650,2,0,154,15,4,11,64,18,0,0,12,3,0
818,1,3285,3157,3027,3026,3115,3116,3340,19,7,10,5,2,6,783,3,0,0,0,0,205267,180523,24743,0,0,48342,41144,7197,0,5984,1,1103,0,6489,0,0,28558,11076,16222,1258,18567,18575,2,1,234,3,2,1,437,18,1,0,13,3,0
819,0,3026,3153,3139,3046,3087,3071,3363,15,5,6,5,2,4,811,2,0,0,0,0,297616,62739,232416,2460,669,37833,2725,34472,636,11237,1,5570,0,5688,0,0,47944,25377,22045,521,20040,21000,3,0,306,31,16,15,360,18,0,0,15,2,0
820,0,3508,2003,3006,3153,3031,3086,3340,3,5,2,2,1,1,984,0,0,0,0,0,246174,845,243434,1894,1923,14458,845,13493,120,3778,2,0,0,1368,0,0,20249,8865,11312,72,14191,14875,0,0,281,11,3,8,278,17,0,0,11,3,0
821,0,2049,3092,3285,3802,3158,3108,3340,2,10,9,0,1,0,419,0,0,0,0,0,56617,51969,4528,120,0,17284,15988,1176,120,844,1,777,0,0,0,0,19101,11718,7133,250,11110,9925,0,0,40,0,0,0,85,15,3,0,23,2,0
822,0,1056,3165,3089,3158,3135,3108,3340,3,10,12,0,1,0,404,0,0,0,0,0,172956,160460,12418,78,0,17722,16798,924,0,3462,2,1278,0,375,0,0,24489,17026,6665,798,13336,12350,0,0,229,11,4,7,1693,17,0,0,13,3,0
823,0,3111,3071,3142,1400,3134,1038,3340,9,8,7,3,3,3,733,2,1,0,0,0,129128,4843,114287,9998,0,17695,2180,14481,1034,13555,1,639,0,320,0,0,42756,15560,26571,624,12820,12250,0,0,24,82,50,32,331,15,1,0,18,0,0
824,1,3165,3020,3089,3116,0,3157,3340,5,7,9,2,1,1,509,0,0,0,0,0,171756,154055,14809,2890,0,20945,20246,699,0,940,1,0,0,6435,0,0,18306,7284,10692,330,15064,13925,2,1,189,9,6,3,473,18,1,0,18,2,0
825,1,3085,3153,3124,3047,3026,3091,3363,14,4,10,7,3,3,1437,3,1,0,0,0,247552,76379,160782,10390,534,50502,26633,23197,672,7445,2,0,0,8152,0,0,27980,9592,18157,230,18545,16930,2,3,247,26,13,13,269,18,0,0,10,2,0
826,1,3074,3153,3111,3053,1011,1419,3340,8,10,5,2,2,1,642,1,0,0,0,0,161379,40338,113294,7747,0,19034,7831,9759,1442,20454,1,2455,0,1543,0,0,48823,8894,39571,358,14708,14275,0,0,34,89,62,27,368,17,0,0,16,2,1
827,1,3092,2045,3222,3504,3105,3158,3364,1,5,23,0,1,0,1197,0,0,0,0,0,17506,11759,5094,652,0,4269,3192,1077,0,1510,1,456,0,1347,0,0,22157,6560,15460,136,12852,10825,0,0,10,0,0,0,271,17,4,0,28,7,0
828,1,3152,3157,3116,3001,3047,3742,3340,10,6,3,6,2,2,1046,1,0,0,0,0,160260,134894,22002,3362,0,19129,17562,1416,150,3801,1,349,0,5196,0,0,24506,9270,14379,856,15454,15350,2,1,210,5,3,2,455,18,0,0,9,1,0
829,1,1056,3020,3165,1052,1026,1026,3340,0,4,9,0,0,0,445,0,0,0,0,0,74735,58073,16662,0,0,11889,10030,1858,0,69,1,1497,0,4840,0,0,9681,4973,4238,468,7779,6685,1,0,105,0,0,0,287,13,0,0,8,0,0
830,1,1400,3071,1037,3047,1011,1031,3340,9,2,4,7,1,2,732,0,0,0,0,0,138588,11821,119472,7295,387,15466,2366,11880,1220,10966,1,0,0,4041,0,0,21953,6155,15797,0,11153,9775,2,0,39,93,56,37,398,14,1,0,7,3,0
831,1,3085,1055,1038,3006,1037,1018,3340,3,6,8,0,1,0,525,0,0,0,0,0,78536,550,77986,0,987,11575,363,11211,0,2226,3,176,0,2235,0,0,11962,5387,6575,0,9050,7325,1,0,116,11,7,4,23,12,0,0,9,1,0
832,1,1053,3153,3047,1054,3071,3053,3340,13,1,5,13,2,1,1468,1,0,0,0,0,127005,1520,124810,674,0,17225,1520,15674,30,2447,1,0,0,5617,0,0,16004,1961,11043,3000,12962,11550,3,1,167,3,0,3,420,15,0,0,10,1,1
833,1,3116,2049,3092,3020,1026,0,3341,5,2,12,3,1,1,838,0,0,0,0,0,50698,43239,6687,772,0,18427,16617,1038,772,1793,3,123,0,1482,0,0,8328,3188,5139,0,9553,7825,0,0,34,0,0,0,276,13,1,0,9,1,0
834,0,2049,3401,2031,3111,3801,3114,3364,1,5,6,0,1,0,443,0,0,0,0,0,20968,8952,7057,4957,0,5422,3836,1586,0,1644,3,954,0,757,0,0,19313,7589,11363,360,6321,5925,0,0,37,0,0,0,74,10,1,0,9,1,0
835,0,3020,3152,3100,3191,0,0,3340,5,5,3,4,1,1,1048,0,0,0,0,0,87843,70986,15995,860,358,13713,12134,1231,348,5111,1,308,0,1655,0,0,21587,9571,11402,614,9029,9250,1,0,166,0,0,0,516,13,2,0,7,0,0
836,0,3071,3006,3153,1055,1042,1042,3340,8,5,2,2,2,3,647,1,0,0,0,0,68207,1760,66446,0,0,10696,719,9976,0,2321,3,0,0,1715,0,0,16403,7058,9125,220,9251,8600,0,0,150,0,0,0,19,12,0,0,9,0,0
837,0,3142,2003,3071,1001,0,0,3340,0,9,1,0,0,0,208,0,0,0,0,0,80416,998,79418,0,0,4612,496,4115,0,583,1,236,0,3507,0,0,16033,2248,13724,60,7387,6850,2,0,135,20,4,16,69,12,0,0,8,0,0
838,0,1408,2031,3742,1001,0,0,3340,1,6,2,0,1,0,594,0,0,0,0,0,65032,9168,48512,7351,0,4347,1476,2751,120,4695,1,1088,0,0,0,0,18538,5443,12326,768,6704,6050,0,0,13,38,29,9,482,11,1,0,16,0,0
839,0,3142,3814,3133,1036,3158,3147,3340,10,7,0,3,1,3,491,0,0,0,0,0,142873,2289,139164,1419,782,21496,1806,18826,863,1793,1,0,0,5245,0,0,19868,5439,14172,256,12662,11950,1,0,190,2,1,1,234,16,0,0,14,2,0
840,0,3153,3031,1055,3006,3087,3134,3340,8,11,5,5,3,2,491,2,1,0,0,0,167254,30667,136419,168,955,19136,2613,16354,168,7472,1,1096,0,4194,0,0,40243,7381,32430,432,12980,12350,2,0,212,4,0,4,99,15,0,0,10,4,0
841,0,3401,2049,3117,3025,3001,0,3364,4,8,8,0,1,0,1017,0,0,0,0,0,47138,24477,14985,7674,0,16123,9761,6362,0,4438,5,2101,0,249,0,0,28143,9600,17983,560,10274,9550,0,0,62,1,0,1,321,13,0,0,18,2,0
842,0,3153,1037,3006,3087,1038,1018,3363,1,7,5,0,1,0,802,0,0,0,0,0,108035,19722,82126,6186,698,10417,1200,7564,1651,2460,2,0,0,1540,0,0,16910,4608,12034,268,11383,10500,0,0,227,2,0,2,32,14,1,0,10,1,0
843,0,3117,3143,1409,3001,3082,1029,3340,5,6,8,3,1,1,720,0,0,0,0,0,131561,86925,31865,12770,0,18205,15276,2702,226,7367,1,1768,0,1300,0,0,28212,5950,21724,538,11047,10700,1,0,36,85,55,30,964,14,1,0,16,1,0
844,1,3153,3085,3006,3031,1051,1042,3340,13,3,8,6,4,2,828,2,1,1,0,0,176839,28139,144853,3845,694,32578,2774,28879,924,3347,3,240,0,8438,0,0,16531,5463,10823,244,15453,11550,4,1,224,16,16,0,461,16,0,0,9,3,0
845,1,3047,3025,3748,3143,2033,0,3340,7,4,11,3,1,2,589,0,0,0,0,0,121781,1171,118970,1639,0,16784,1171,15276,336,9412,1,0,0,5125,0,0,24895,5780,18318,796,13114,10850,2,0,179,0,0,0,1006,17,2,0,14,0,0
846,1,2031,3074,3047,3068,1412,1031,3340,7,9,13,3,1,1,463,0,0,0,0,0,109672,15316,85139,9216,0,17703,3210,13699,794,5642,1,83,0,3761,0,0,27752,7160,19982,609,11896,11150,1,0,72,42,21,21,374,14,1,0,14,2,0
847,1,3143,3401,2045,3009,3751,1031,3340,6,4,16,2,1,1,825,0,0,0,0,0,27753,12185,9894,5673,0,13129,9037,4092,0,4615,5,551,0,992,0,0,24104,8625,14893,584,11380,9800,1,0,35,0,0,0,487,15,0,0,24,3,1
848,1,3157,3285,3089,0,0,3020,3340,6,8,13,3,1,1,526,0,0,0,0,0,87655,69016,18248,390,0,17977,14899,3077,0,1192,1,775,0,3725,0,0,17314,4451,12188,675,11983,11900,0,0,138,2,2,0,232,15,0,0,8,0,0
849,0,1055,3046,3006,3031,0,0,3340,0,3,2,0,0,0,1237,0,0,0,0,0,110540,5878,103993,668,445,9550,601,8696,252,2218,1,1571,0,1643,0,0,13403,3652,9751,0,8365,8000,1,0,167,15,0,15,167,14,2,0,12,2,0
850,0,3142,1036,0,0,3147,3158,3340,4,7,4,2,1,1,448,0,0,0,0,0,81128,1352,78896,879,445,15050,1244,13104,702,1022,1,0,0,1495,0,0,13545,3957,9447,140,8049,7700,0,0,117,1,0,1,158,12,0,0,10,2,1
851,0,2031,3153,1001,1419,3101,1036,3340,6,7,4,3,1,1,649,0,0,0,0,0,65566,5804,52228,7533,317,11336,1267,9272,797,6487,1,223,0,0,0,0,21247,3853,17194,200,7956,7885,0,0,10,48,28,20,583,11,0,0,10,0,0
852,0,1055,3004,3158,3078,2010,1036,3363,3,3,2,0,1,0,587,0,0,0,0,0,85798,8364,77269,164,0,13992,4735,9256,0,2461,4,0,0,933,0,0,11757,2293,9416,48,8679,8233,0,0,185,0,0,0,0,12,0,0,9,0,0
853,0,3401,2049,1031,1001,1011,1027,3364,0,4,4,0,0,0,590,0,0,0,0,0,18261,8487,3845,5929,0,3813,3117,696,0,1936,2,648,0,0,0,0,13361,3306,9934,120,6449,5700,0,0,36,0,0,0,52,10,0,0,10,4,0
854,1,3401,2049,3082,3047,0,0,3364,0,3,13,0,0,0,1022,0,0,0,0,0,30874,10581,17106,3186,147,7140,1872,5268,0,5967,4,1425,0,730,0,0,12158,3659,8328,170,7294,5375,0,0,35,0,0,0,385,12,1,0,15,2,0
855,1,3152,3157,2033,3047,3057,1026,3363,7,2,6,7,2,1,298,1,0,0,0,0,82009,61695,19633,680,0,11858,8951,2590,316,3899,1,186,0,2752,0,0,16373,2992,12598,782,10125,8975,1,0,137,3,1,2,222,14,1,0,8,2,0
856,1,3006,3153,3046,1038,3133,2055,3363,6,3,2,3,2,2,690,1,0,0,0,0,102913,451,102461,0,274,14463,153,14309,0,2806,4,209,0,2886,0,0,10917,1658,9234,24,10686,10155,1,0,185,2,1,1,16,12,1,0,5,2,0
857,1,1412,2031,3047,3071,3086,1042,3364,6,3,12,3,1,2,510,0,0,0,0,0,107711,4053,95563,8094,271,13072,1290,11589,192,5015,1,281,0,2496,0,0,15873,2089,13336,447,10148,8625,2,0,49,62,43,19,367,13,2,0,5,1,0
858,1,3153,3057,3044,3101,3047,0,3340,5,2,6,4,2,1,860,1,0,0,0,0,79633,17246,62387,0,0,12283,3845,8438,0,1164,1,0,0,6905,0,0,13132,990,11813,328,9817,8150,2,0,142,3,0,3,48,14,0,0,9,2,0
859,0,3068,2033,3067,1028,3111,1033,3340,2,3,3,0,1,0,863,0,0,0,0,0,68596,25006,43589,0,0,11603,2350,9253,0,434,1,620,0,620,0,0,14303,4233,9630,440,7187,6300,0,0,131,1,1,0,1487,13,2,0,10,0,0
860,0,3165,3158,3191,3108,0,1056,3340,3,7,1,0,1,0,564,0,0,0,0,0,62356,41373,13444,7538,0,12683,8017,1058,3607,437,1,268,0,923,0,0,11271,1798,9130,343,6731,6450,0,0,98,0,0,0,226,11,0,0,9,0,0
861,0,3009,3142,1038,1037,0,1055,3363,4,8,4,2,1,1,417,0,0,0,0,0,60359,2492,57866,0,469,11097,1025,10071,0,1715,1,0,0,358,0,0,15105,3607,11021,476,7510,6950,0,0,119,0,0,0,152,11,1,0,10,0,0
862,0,2301,1027,3020,0,0,0,3340,1,6,3,0,1,0,386,0,0,0,0,0,18467,13597,4392,478,0,5284,3488,1317,478,175,1,150,0,177,0,0,7656,2123,5410,122,5494,3800,0,0,17,0,0,0,85,9,0,0,11,0,0
863,0,3077,1408,2031,3117,1011,1031,3340,3,6,1,0,1,0,506,0,0,0,0,0,83503,8601,69119,5781,0,7924,1240,6587,96,5742,1,1258,0,984,0,0,22558,3502,18655,400,7006,6675,1,0,13,77,34,43,498,11,0,0,17,1,0
864,1,1055,3153,3006,3071,3046,0,3340,12,0,4,12,2,1,0,3,0,0,0,0,108377,2943,103510,1923,373,21037,1264,19225,547,4474,2,309,0,7221,0,0,18122,5190,11182,1749,12200,10550,2,0,168,7,7,0,223,14,0,0,6,1,0
865,1,3142,2003,3814,0,3147,3158,3340,12,4,1,7,3,3,424,2,1,0,0,0,84193,1281,82484,426,547,14453,1136,12890,426,1036,1,0,0,8123,0,0,12649,5082,6931,635,10673,10550,3,0,122,0,0,0,117,13,0,0,9,1,1
866,1,3111,3110,2303,3211,0,0,3364,1,3,9,0,1,0,554,0,0,0,0,0,30375,22609,3384,4380,0,3747,3530,217,0,1795,3,1294,0,639,0,0,11190,1682,8481,1027,7831,7525,0,0,60,0,0,0,94,11,1,0,12,3,0
867,1,1402,3117,3152,3057,0,0,3340,4,4,6,2,1,1,431,0,0,0,0,0,72026,39004,26682,6340,0,8902,5136,2958,808,5480,1,481,0,1188,0,0,15685,2207,13063,414,8064,7225,0,0,14,32,27,5,324,11,0,0,5,1,0
868,1,3068,3748,1033,1001,0,0,3340,1,3,5,0,1,0,534,0,0,0,0,0,71263,26396,44867,0,0,8091,3410,4681,0,1389,1,1436,0,1996,0,0,17134,1960,14819,354,8254,7725,0,0,130,19,6,13,193,13,1,0,7,1,0
869,1,1056,3068,3047,3025,3065,3026,3363,2,1,13,2,1,1,417,0,0,0,0,0,191263,150467,40200,595,276,20816,16556,3664,595,15784,1,0,0,1169,0,0,34609,6744,27864,0,14063,13200,1,0,266,21,13,8,1046,18,2,0,15,3,0
870,1,1401,3067,3047,3742,3102,1011,3340,8,3,14,5,1,2,859,0,0,0,0,0,119434,82833,28098,8502,0,14968,10356,3204,1408,16469,5,0,0,2272,0,0,37604,6077,31470,56,12560,11025,1,0,42,52,34,18,338,16,0,0,13,1,1
871,1,3089,3165,3285,3020,3135,0,3363,13,2,10,9,2,2,1520,1,0,0,0,0,164238,144754,18240,1243,0,29786,27685,1533,567,1785,1,1642,0,4654,0,0,13264,5333,7891,40,15699,14350,2,0,225,3,2,1,1422,17,2,0,11,4,0
872,1,3190,3107,3117,2302,3504,1028,3341,3,4,20,2,1,1,1260,0,0,0,0,0,34336,21373,7470,5493,0,12730,8266,2721,1743,16379,7,3055,0,636,0,0,26802,6984,19764,54,11441,9950,0,0,45,1,1,0,103,15,0,0,31,8,0
873,1,3087,3153,3006,3031,3086,1042,3340,9,7,8,4,2,2,481,1,0,0,0,0,178406,16770,139109,22527,1051,20407,904,14931,4571,4259,3,0,0,7347,0,0,26361,6381,19909,70,13878,12700,3,1,172,44,18,26,316,16,0,0,8,2,0
874,0,1408,3117,3142,3071,1011,0,3340,1,8,4,0,1,0,614,0,0,0,0,0,176682,43725,123542,9414,0,10270,1990,8114,166,9668,1,1717,0,0,0,0,34336,13809,19682,844,11339,10575,0,0,52,130,76,54,799,16,0,0,20,0,0
875,0,2010,3401,2049,3111,3742,3801,3363,1,8,6,0,1,0,411,0,0,0,0,0,31584,15055,10748,5780,0,5832,3848,1984,0,2186,4,281,0,1703,0,0,24142,12972,9722,1447,8669,7800,0,0,50,0,0,0,112,13,0,0,27,4,0
876,0,3153,3031,3035,3085,3006,1055,3340,6,4,7,3,2,2,865,1,0,0,0,0,165585,2029,163556,0,1389,25360,1493,23866,0,4755,2,256,0,4178,0,0,18477,8975,8385,1116,12750,12500,1,0,214,3,3,0,66,15,0,0,9,2,0
877,0,3071,3065,3111,3052,3812,1036,3363,2,9,4,0,2,0,338,1,0,0,0,0,250564,3374,247189,0,0,45181,2264,42916,0,10593,1,2909,0,2410,0,0,40324,19513,15720,5090,13286,12750,2,0,313,3,0,3,43,17,4,0,17,4,0
